ID_MATERIELINFO,TYPE,MODELE,GES
NewYork_MATERIEL_INFO_202406179,PC portable,MacBook pro 13pouces,0.256
NewYork_MATERIEL_INFO_2024061710,PC portable,Victus,0.267
NewYork_MATERIEL_INFO_2024061711,PC fixe sans ecran,Precision tower 3xxx,0.285
Shanghai_MATERIEL_INFO_202406170,Vidéo projecteur,Pour amphi,0.2
Shanghai_MATERIEL_INFO_202406171,PC portable,ZBook,0.303
Shanghai_MATERIEL_INFO_202406172,Tablette,modèle par défaut,0.15
Shanghai_MATERIEL_INFO_202406173,PC fixe tout-en-un,iMac 21pouces retina,0.3
Shanghai_MATERIEL_INFO_202406174,PC portable,modèle par défaut,0.26
Shanghai_MATERIEL_INFO_202406175,PC fixe sans ecran,Precision tower 5xxx,0.44
Shanghai_MATERIEL_INFO_202406176,PC fixe sans ecran,Mac pro,0.9
Shanghai_MATERIEL_INFO_202406177, ,Optiplex small,0.24
Shanghai_MATERIEL_INFO_202406178,Ecran,modèle par défaut,0.43
Shanghai_MATERIEL_INFO_202406179, ,Chromebook 14-15pouces,0.17
Shanghai_MATERIEL_INFO_2024061710,Serveur,Modèle par défaut,1.3
Shanghai_MATERIEL_INFO_2024061711,Ecran,jusqu'à 23pouces,0.35
BERLIN_MATERIEL_INFO_202406180,imprimante,Laser A3 (40-99kg),0.96
Paris_MATERIEL_INFO_202406180,PC fixe sans ecran,Elite mini,0.137
Paris_MATERIEL_INFO_202406181,imprimante,Laser A3 (40-99kg),0.96
Paris_MATERIEL_INFO_202406182, ,modèle par défaut,0.3638875
Paris_MATERIEL_INFO_202406183,Disque dur,modèle par défaut,0.01
Paris_MATERIEL_INFO_202406184, ,Latitude 3xxx,0.22
Paris_MATERIEL_INFO_202406185, ,Precision tower 7xxx,0.555
Paris_MATERIEL_INFO_202406186,PC fixe tout-en-un,iMac 27pouces retina,0.45
Paris_MATERIEL_INFO_202406187,PC portable,MacBook pro 15/16pouces,0.33
Paris_MATERIEL_INFO_202406188,Vidéo projecteur,Transportable,0.094
Paris_MATERIEL_INFO_202406189,PC fixe tout-en-un,iMac pro,0.7000000000000001
Paris_MATERIEL_INFO_2024061810,PC fixe sans ecran,OMEN ,0.29
Paris_MATERIEL_INFO_2024061811, ,OMEN ,0.29
LONDON_MATERIEL_INFO_202406180,PC fixe tout-en-un,iMac 27pouces retina,0.45
LONDON_MATERIEL_INFO_202406181,PC fixe sans ecran,Optiplex small,0.24
LONDON_MATERIEL_INFO_202406182,PC portable,ZBook Studio,0.379
LONDON_MATERIEL_INFO_202406183,Ecran,modèle par défaut,0.43
LONDON_MATERIEL_INFO_202406184,PC fixe sans ecran,"Prodesk (Tower, SFF)",0.322
LONDON_MATERIEL_INFO_202406185,PC portable,Moyenne 14/15pouces,0.294
LONDON_MATERIEL_INFO_202406186,souris,modèle par défaut,0.005
LONDON_MATERIEL_INFO_202406187,PC fixe sans ecran,modèle par défaut,0.35
LONDON_MATERIEL_INFO_202406188,PC portable,Precision 5xxx,0.28
LONDON_MATERIEL_INFO_202406189,PC fixe sans ecran,Station de travail (moy),0.6
LONDON_MATERIEL_INFO_2024061810,PC portable,MacBook pro 15/16pouces,0.33
LONDON_MATERIEL_INFO_2024061811,PC fixe sans ecran,PC Fixe (moy),0.3
LONDON_MATERIEL_INFO_2024061812,PC portable, ,0.26
LONDON_MATERIEL_INFO_2024061813,PC portable,EliteBook 6xx,0.175
LA_MATERIEL_INFO_202406180,PC fixe sans ecran,Optiplex tower,0.26
LA_MATERIEL_INFO_202406181,PC portable, ,0.26
LA_MATERIEL_INFO_202406182,PC fixe sans ecran,OMEN ,0.29
LA_MATERIEL_INFO_202406183,PC fixe tout-en-un,iMac 21pouces retina,0.3
LA_MATERIEL_INFO_202406184,PC portable,Chromebook 11-13pouces,0.175
LA_MATERIEL_INFO_202406186,PC fixe sans ecran,Precision tower 7xxx,0.555
LA_MATERIEL_INFO_202406187,PC fixe sans ecran,Precision tower 5xxx,0.44
LA_MATERIEL_INFO_202406188,Ecran,32pouces et plus,0.59
LA_MATERIEL_INFO_202406189, ,modèle par défaut,0.3638875
LA_MATERIEL_INFO_2024061810,Tablette,modèle par défaut,0.15
LA_MATERIEL_INFO_2024061811,PC fixe tout-en-un, ,0.352
NewYork_MATERIEL_INFO_202406180,PC fixe tout-en-un,Mac pro,0.9
NewYork_MATERIEL_INFO_202406181,PC portable,MacBook air retina,0.176
NewYork_MATERIEL_INFO_202406182,PC portable,MacBook air retina,0.176
NewYork_MATERIEL_INFO_202406183,PC fixe tout-en-un,iMac 21pouces,0.29
NewYork_MATERIEL_INFO_202406184,PC fixe sans ecran,Precision tower 3xxx,0.285
NewYork_MATERIEL_INFO_202406185,souris,modèle par défaut,0.005
NewYork_MATERIEL_INFO_202406186,PC fixe tout-en-un,iMac 27pouces retina,0.45
NewYork_MATERIEL_INFO_202406187, ,Pour salle,0.15
NewYork_MATERIEL_INFO_202406188,PC fixe sans ecran,Precision tower 5xxx,0.44
NewYork_MATERIEL_INFO_202406189, ,ZHAN,0.264
NewYork_MATERIEL_INFO_2024061810, ,32pouces et plus,0.59
NewYork_MATERIEL_INFO_2024061811,imprimante,modèle par défaut,0.5
Shanghai_MATERIEL_INFO_202406180, ,Optiplex All-in-One 3xxx,0.241
Shanghai_MATERIEL_INFO_202406181,PC fixe tout-en-un,Optiplex All-in-One 3xxx,0.241
Shanghai_MATERIEL_INFO_202406182, ,Mac pro,0.9
Shanghai_MATERIEL_INFO_202406183,PC fixe sans ecran,Optiplex micro,0.174
Shanghai_MATERIEL_INFO_202406184,imprimante,Laser A3 (>100kg),1.8
BERLIN_MATERIEL_INFO_202406190,PC fixe tout-en-un,Optiplex All-in-One 3xxx,0.241
BERLIN_MATERIEL_INFO_202406191,PC fixe sans ecran,Optiplex tower,0.26
BERLIN_MATERIEL_INFO_202406192,Vidéo projecteur,Pour salle,0.15
BERLIN_MATERIEL_INFO_202406193,PC portable,ProBook ,0.226
BERLIN_MATERIEL_INFO_202406194,Telephone IP,modèle par défaut,0.017
BERLIN_MATERIEL_INFO_202406195,PC fixe sans ecran, ,0.35
Paris_MATERIEL_INFO_202406190,PC fixe sans ecran, ,0.35
Paris_MATERIEL_INFO_202406191,PC fixe sans ecran,Optiplex micro,0.174
Paris_MATERIEL_INFO_202406192, ,32pouces et plus,0.59
Paris_MATERIEL_INFO_202406193,PC portable, ,0.26
Paris_MATERIEL_INFO_202406194,PC fixe sans ecran,Optiplex small,0.24
Paris_MATERIEL_INFO_202406195,PC portable,Latitude 5xxx,0.3
Paris_MATERIEL_INFO_202406196,Ecran,modèle par défaut,0.43
LONDON_MATERIEL_INFO_202406190, ,MacBook air retina,0.176
LONDON_MATERIEL_INFO_202406191,PC portable,ZBook,0.303
LONDON_MATERIEL_INFO_202406192,PC fixe tout-en-un,modèle par défaut,0.352
LONDON_MATERIEL_INFO_202406193,PC fixe sans ecran,Optiplex small,0.24
LONDON_MATERIEL_INFO_202406194,PC portable,Latitude 7xxx,0.264
LONDON_MATERIEL_INFO_202406195,Serveur,Serveur de stockage,2.5
LONDON_MATERIEL_INFO_202406196,Serveur,Serveur de stockage,2.5
LONDON_MATERIEL_INFO_202406197,PC portable, ,0.26
LONDON_MATERIEL_INFO_202406198,PC portable,Moyenne 14/15pouces,0.294
LA_MATERIEL_INFO_202406190, ,EliteBook 10xx,0.223
LA_MATERIEL_INFO_202406191, ,ProDesk mini/DM,0.1
LA_MATERIEL_INFO_202406192,PC fixe sans ecran,Precision tower 5xxx,0.44
LA_MATERIEL_INFO_202406194, ,EliteBook 6xx,0.175
NewYork_MATERIEL_INFO_202406190,PC fixe sans ecran,"EliteDesk (Tower, SFF, One)",0.393
NewYork_MATERIEL_INFO_202406191,PC portable,Chromebook 14-15pouces,0.17
Shanghai_MATERIEL_INFO_202406190,Smartphone,modèle par défaut,0.063
Shanghai_MATERIEL_INFO_202406191,PC fixe tout-en-un, ,0.352
Shanghai_MATERIEL_INFO_202406192,PC portable,Victus,0.267
BERLIN_MATERIEL_INFO_202406200,PC portable,Moyenne 17pouces,0.365
BERLIN_MATERIEL_INFO_202406201,clavier,modèle par défaut,0.024
BERLIN_MATERIEL_INFO_202406202,Station d'accueil,modèle par défaut,0.026
BERLIN_MATERIEL_INFO_202406203,PC fixe sans ecran,Mac mini,0.27
Paris_MATERIEL_INFO_202406200,PC portable,MacBook pro 15/16pouces,0.33
Paris_MATERIEL_INFO_202406201,PC fixe tout-en-un, ,0.352
Paris_MATERIEL_INFO_202406202,PC fixe tout-en-un,Optiplex All-in-One 3xxx,0.241
Paris_MATERIEL_INFO_202406203,PC fixe sans ecran, ,0.35
Paris_MATERIEL_INFO_202406204,Ecran, ,0.43
LONDON_MATERIEL_INFO_202406200,PC fixe tout-en-un,Mac pro,0.9
LONDON_MATERIEL_INFO_202406201,PC portable,Chromebook 11-13pouces,0.175
LONDON_MATERIEL_INFO_202406202,PC portable, ,0.26
LONDON_MATERIEL_INFO_202406203,Vidéo projecteur,Pour amphi,0.2
LONDON_MATERIEL_INFO_202406204,PC portable, ,0.26
LONDON_MATERIEL_INFO_202406205,Ecran,jusqu'à 23pouces,0.35
LONDON_MATERIEL_INFO_202406206, ,"EliteDesk (Tower, SFF, One)",0.393
LONDON_MATERIEL_INFO_202406207,Station d'accueil,modèle par défaut,0.026
LONDON_MATERIEL_INFO_202406208,PC fixe sans ecran,PC Fixe (moy),0.3
LONDON_MATERIEL_INFO_202406209,imprimante, ,0.5
LONDON_MATERIEL_INFO_2024062010, ,iMac 21pouces retina,0.3
LONDON_MATERIEL_INFO_2024062011,PC fixe tout-en-un,iMac 21pouces,0.29
LONDON_MATERIEL_INFO_2024062012,imprimante,Laser à poser (<40kg),0.43
LONDON_MATERIEL_INFO_2024062013,PC fixe sans ecran,Precision tower 7xxx,0.555
LA_MATERIEL_INFO_202406202,PC portable,ZBook,0.303
LA_MATERIEL_INFO_202406203, ,MacBook air,0.25
LA_MATERIEL_INFO_202406204,PC fixe sans ecran,ZHAN,0.264
LA_MATERIEL_INFO_202406205,PC portable, ,0.26
LA_MATERIEL_INFO_202406206,PC fixe tout-en-un,iMac 21pouces retina,0.3
LA_MATERIEL_INFO_202406207,PC portable,EliteBook 8xx,0.29
LA_MATERIEL_INFO_202406208,Telephone IP,modèle par défaut,0.017
LA_MATERIEL_INFO_202406209,PC portable,MacBook pro 13pouces,0.256
LA_MATERIEL_INFO_2024062010,PC fixe sans ecran,Optiplex micro,0.174
LA_MATERIEL_INFO_2024062011,Disque dur,modèle par défaut,0.01
NewYork_MATERIEL_INFO_202406200, ,Modèle par défaut,1.3
NewYork_MATERIEL_INFO_202406201,PC fixe sans ecran,Mac mini,0.27
NewYork_MATERIEL_INFO_202406202,PC portable, ,0.26
NewYork_MATERIEL_INFO_202406203,Ecran,jusqu'à 23pouces,0.35
NewYork_MATERIEL_INFO_202406204, ,iMac 21pouces,0.29
NewYork_MATERIEL_INFO_202406205,Smartphone,modèle par défaut,0.063
NewYork_MATERIEL_INFO_202406206,PC portable,EliteBook 8xx,0.29
Shanghai_MATERIEL_INFO_202406200,PC fixe tout-en-un,iMac pro,0.7000000000000001
Shanghai_MATERIEL_INFO_202406201,Vidéo projecteur,Transportable,0.094
Shanghai_MATERIEL_INFO_202406202,Ecran,jusqu'à 23pouces,0.35
Shanghai_MATERIEL_INFO_202406203,Vidéo projecteur,modèle par défaut,0.094
Shanghai_MATERIEL_INFO_202406204,PC portable, ,0.26
Shanghai_MATERIEL_INFO_202406205,PC portable,EliteBook 10xx,0.223
Shanghai_MATERIEL_INFO_202406206,PC portable,ProBook ,0.226
Shanghai_MATERIEL_INFO_202406207,PC portable,Chromebook 11-13pouces,0.175
Shanghai_MATERIEL_INFO_202406208,PC fixe sans ecran,Z,0.409
Shanghai_MATERIEL_INFO_202406209,PC portable,Moyenne 13pouces,0.25
Shanghai_MATERIEL_INFO_2024062010,PC portable,Moyenne 14/15pouces,0.294
BERLIN_MATERIEL_INFO_202406210,PC portable,EliteBook 10xx,0.223
BERLIN_MATERIEL_INFO_202406211,PC portable,Latitude 3xxx,0.22
BERLIN_MATERIEL_INFO_202406212,Ecran,24pouces-31pouces,0.43
Paris_MATERIEL_INFO_202406210,Ecran,modèle par défaut,0.43
Paris_MATERIEL_INFO_202406211, ,iMac 21pouces retina,0.3
Paris_MATERIEL_INFO_202406212,PC fixe tout-en-un,Optiplex All-in-One 7xxx,0.382
LONDON_MATERIEL_INFO_202406210,Telephone IP,modèle par défaut,0.017
LONDON_MATERIEL_INFO_202406211,PC portable,Precision 3xxx,0.266
LONDON_MATERIEL_INFO_202406212,PC portable,Latitude 7xxx,0.264
LONDON_MATERIEL_INFO_202406213,PC fixe tout-en-un,iMac 21pouces,0.29
NewYork_MATERIEL_INFO_202406210,PC fixe sans ecran,Elite mini,0.137
NewYork_MATERIEL_INFO_202406211,PC portable,Moyenne 13pouces,0.25
NewYork_MATERIEL_INFO_202406212,PC fixe sans ecran,Z,0.409
NewYork_MATERIEL_INFO_202406213,PC portable,MacBook pro 13pouces,0.256
NewYork_MATERIEL_INFO_202406214,PC portable,MacBook pro 15/16pouces,0.33
NewYork_MATERIEL_INFO_202406215,PC portable, ,0.26
NewYork_MATERIEL_INFO_202406216,PC fixe sans ecran,OMEN ,0.29
NewYork_MATERIEL_INFO_202406217,PC fixe sans ecran,Mac pro,0.9
NewYork_MATERIEL_INFO_202406218,PC fixe tout-en-un,Optiplex All-in-One 5xxx,0.318
NewYork_MATERIEL_INFO_202406219,PC fixe sans ecran,"Prodesk (Tower, SFF)",0.322
NewYork_MATERIEL_INFO_2024062110,PC portable,Moyenne 13pouces,0.25
NewYork_MATERIEL_INFO_2024062111,PC fixe sans ecran,Mac pro,0.9
NewYork_MATERIEL_INFO_2024062112,PC portable,EliteBook 6xx,0.175
Shanghai_MATERIEL_INFO_202406210,PC fixe tout-en-un,iMac 27pouces retina,0.45
Shanghai_MATERIEL_INFO_202406211,Disque dur,modèle par défaut,0.01
Shanghai_MATERIEL_INFO_202406212,PC fixe sans ecran,modèle par défaut,0.35
Shanghai_MATERIEL_INFO_202406213,clavier,modèle par défaut,0.024
Shanghai_MATERIEL_INFO_202406214,imprimante,Laser A3 (40-99kg),0.96
Shanghai_MATERIEL_INFO_202406215,PC fixe tout-en-un,iMac 27pouces retina,0.45
Shanghai_MATERIEL_INFO_202406216,imprimante,Laser à poser (<40kg),0.43
Shanghai_MATERIEL_INFO_202406217, ,modèle par défaut,0.3638875
BERLIN_MATERIEL_INFO_202406220,PC fixe tout-en-un,iMac pro,0.7000000000000001
BERLIN_MATERIEL_INFO_202406221, ,MacBook air,0.25
BERLIN_MATERIEL_INFO_202406222,PC fixe tout-en-un, ,0.352
Paris_MATERIEL_INFO_202406220,Telephone IP,modèle par défaut,0.017
Paris_MATERIEL_INFO_202406221,imprimante,Laser A3 (>100kg),1.8
Paris_MATERIEL_INFO_202406222,PC fixe sans ecran, ,0.35
Paris_MATERIEL_INFO_202406223,Serveur,Modèle par défaut,1.3
Paris_MATERIEL_INFO_202406224, ,Transportable,0.094
Paris_MATERIEL_INFO_202406225, ,Wyse thin client,0.069
Paris_MATERIEL_INFO_202406226,PC fixe sans ecran,Optiplex tower,0.26
Paris_MATERIEL_INFO_202406227,Serveur,Modèle par défaut,1.3
LONDON_MATERIEL_INFO_202406220,imprimante,modèle par défaut,0.5
LA_MATERIEL_INFO_202406220,PC fixe sans ecran,modèle par défaut,0.35
LA_MATERIEL_INFO_202406222,PC portable,Chromebook 14-15pouces,0.17
LA_MATERIEL_INFO_202406223,PC portable,OMEN ,0.29
LA_MATERIEL_INFO_202406224,PC portable,ZBook Studio,0.379
NewYork_MATERIEL_INFO_202406220,imprimante,modèle par défaut,0.5
NewYork_MATERIEL_INFO_202406221,PC portable,ZBook Studio,0.379
Shanghai_MATERIEL_INFO_202406220, ,Laser à poser (<40kg),0.43
Shanghai_MATERIEL_INFO_202406221, ,Z,0.409
Shanghai_MATERIEL_INFO_202406222,Disque dur,modèle par défaut,0.01
Shanghai_MATERIEL_INFO_202406223,imprimante,Laser A3 (40-99kg),0.96
Shanghai_MATERIEL_INFO_202406224,PC fixe sans ecran,EliteDesk DM,0.23
Shanghai_MATERIEL_INFO_202406225, ,Precision 3xxx,0.266
Shanghai_MATERIEL_INFO_202406226, ,Precision 7xxx,0.304
Shanghai_MATERIEL_INFO_202406227,PC fixe sans ecran,Station de travail (moy),0.6
Shanghai_MATERIEL_INFO_202406228,Serveur,Serveur de stockage,2.5
Shanghai_MATERIEL_INFO_202406229,Vidéo projecteur,Transportable,0.094
Shanghai_MATERIEL_INFO_2024062210,PC fixe tout-en-un,Optiplex All-in-One 3xxx,0.241
BERLIN_MATERIEL_INFO_202406230,PC portable,Precision 3xxx,0.266
Paris_MATERIEL_INFO_202406230,Station d'accueil,modèle par défaut,0.026
Paris_MATERIEL_INFO_202406231,PC portable,Moyenne 14/15pouces,0.294
Paris_MATERIEL_INFO_202406232,PC fixe sans ecran,OMEN ,0.29
Paris_MATERIEL_INFO_202406233,PC portable,Precision 3xxx,0.266
Paris_MATERIEL_INFO_202406234,Vidéo projecteur,modèle par défaut,0.094
Paris_MATERIEL_INFO_202406235,PC portable,ZBook Studio,0.379
Paris_MATERIEL_INFO_202406236,imprimante,Laser A3 (>100kg),1.8
Paris_MATERIEL_INFO_202406237, ,Pour salle,0.15
Paris_MATERIEL_INFO_202406238,clavier,modèle par défaut,0.024
LONDON_MATERIEL_INFO_202406230, ,Mac pro,0.9
LONDON_MATERIEL_INFO_202406231,imprimante, ,0.5
LONDON_MATERIEL_INFO_202406232,PC portable,MacBook air retina,0.176
LONDON_MATERIEL_INFO_202406233,PC fixe tout-en-un,iMac pro,0.7000000000000001
LONDON_MATERIEL_INFO_202406234,PC portable,Precision 7xxx,0.304
LONDON_MATERIEL_INFO_202406235,PC portable,Precision 5xxx,0.28
LA_MATERIEL_INFO_202406231,PC portable,MacBook pro 15/16pouces,0.33
NewYork_MATERIEL_INFO_202406230,Ecran,24pouces-31pouces,0.43
NewYork_MATERIEL_INFO_202406231,PC portable,ProBook ,0.226
NewYork_MATERIEL_INFO_202406232,PC portable,Moyenne 13pouces,0.25
NewYork_MATERIEL_INFO_202406233,PC fixe sans ecran,Mac pro,0.9
NewYork_MATERIEL_INFO_202406234,Disque dur, ,0.01
NewYork_MATERIEL_INFO_202406235,Borne wifi,modèle par défaut,0.01
Shanghai_MATERIEL_INFO_202406230,PC fixe tout-en-un,iMac 21pouces,0.29
Shanghai_MATERIEL_INFO_202406231,Tablette,modèle par défaut,0.15
Shanghai_MATERIEL_INFO_202406232,PC fixe sans ecran,Mac mini,0.27
Shanghai_MATERIEL_INFO_202406233,PC portable,Victus,0.267
Shanghai_MATERIEL_INFO_202406234, ,Optiplex small,0.24
Shanghai_MATERIEL_INFO_202406235,PC fixe sans ecran,Elite mini,0.137
Shanghai_MATERIEL_INFO_202406236, ,Serveur de stockage,2.5
Shanghai_MATERIEL_INFO_202406237, ,Victus,0.267
Shanghai_MATERIEL_INFO_202406238,Ecran,modèle par défaut,0.43
Shanghai_MATERIEL_INFO_202406239,Vidéo projecteur,Pour amphi,0.2
Shanghai_MATERIEL_INFO_2024062310,PC portable,MacBook air pre-retina,0.31
Shanghai_MATERIEL_INFO_2024062311,PC fixe tout-en-un,Mac pro,0.9
Shanghai_MATERIEL_INFO_2024062312, ,Latitude 5xxx,0.3
BERLIN_MATERIEL_INFO_202406240,Disque dur,modèle par défaut,0.01
BERLIN_MATERIEL_INFO_202406241, ,"Prodesk (Tower, SFF)",0.322
BERLIN_MATERIEL_INFO_202406242,PC portable,Moyenne 13pouces,0.25
BERLIN_MATERIEL_INFO_202406243,clavier,modèle par défaut,0.024
Paris_MATERIEL_INFO_202406240,PC portable, ,0.26
Paris_MATERIEL_INFO_202406241,Ecran,32pouces et plus,0.59
Paris_MATERIEL_INFO_202406242, ,Moyenne 17pouces,0.365
Paris_MATERIEL_INFO_202406243,PC fixe sans ecran,ZHAN,0.264
Paris_MATERIEL_INFO_202406244,PC fixe sans ecran, ,0.35
Paris_MATERIEL_INFO_202406245, ,Rasberry pi 4,0.015
LONDON_MATERIEL_INFO_202406240,souris,modèle par défaut,0.005
LONDON_MATERIEL_INFO_202406241, ,MacBook pro 13pouces,0.256
LA_MATERIEL_INFO_202406241,Vidéo projecteur,Pour salle,0.15
LA_MATERIEL_INFO_202406242,PC portable,Precision 7xxx,0.304
LA_MATERIEL_INFO_202406243,PC fixe tout-en-un,iMac pro,0.7000000000000001
LA_MATERIEL_INFO_202406244,PC fixe tout-en-un,iMac 21pouces retina,0.3
LA_MATERIEL_INFO_202406245,PC fixe sans ecran,Precision tower 7xxx,0.555
LA_MATERIEL_INFO_202406246,PC fixe sans ecran,OMEN ,0.29
LA_MATERIEL_INFO_202406247,PC portable,Latitude 3xxx,0.22
LA_MATERIEL_INFO_202406248,PC fixe tout-en-un,Optiplex All-in-One 5xxx,0.318
LA_MATERIEL_INFO_202406249, ,Rasberry pi 4,0.015
NewYork_MATERIEL_INFO_202406240, ,Pour amphi,0.2
NewYork_MATERIEL_INFO_202406241,PC fixe tout-en-un,Mac pro,0.9
NewYork_MATERIEL_INFO_202406242, ,Chromebook 14-15pouces,0.17
Shanghai_MATERIEL_INFO_202406240,PC fixe tout-en-un,iMac 21pouces retina,0.3
Shanghai_MATERIEL_INFO_202406241,PC fixe sans ecran,EliteDesk DM,0.23
Shanghai_MATERIEL_INFO_202406242,PC portable,Chromebook 14-15pouces,0.17
Shanghai_MATERIEL_INFO_202406243,Vidéo projecteur,Pour amphi,0.2
Shanghai_MATERIEL_INFO_202406244,PC fixe sans ecran,Precision tower 7xxx,0.555
Shanghai_MATERIEL_INFO_202406245,PC portable,Moyenne 17pouces,0.365
BERLIN_MATERIEL_INFO_202406250,PC fixe sans ecran,Precision tower 5xxx,0.44
BERLIN_MATERIEL_INFO_202406251, ,Laser A3 (>100kg),1.8
Paris_MATERIEL_INFO_202406250,Ecran,modèle par défaut,0.43
Paris_MATERIEL_INFO_202406251,Vidéo projecteur,modèle par défaut,0.094
Paris_MATERIEL_INFO_202406252,PC fixe sans ecran,"Elite (Tower, SFF, One)",0.393
Paris_MATERIEL_INFO_202406253,imprimante,Laser A3 (40-99kg),0.96
Paris_MATERIEL_INFO_202406254,PC portable,Moyenne 14/15pouces,0.294
Paris_MATERIEL_INFO_202406255,PC portable,Precision 7xxx,0.304
Paris_MATERIEL_INFO_202406256,PC fixe sans ecran,Precision tower 5xxx,0.44
Paris_MATERIEL_INFO_202406257,imprimante,modèle par défaut,0.5
Paris_MATERIEL_INFO_202406258,PC portable,ZBook,0.303
Paris_MATERIEL_INFO_202406259,Vidéo projecteur,modèle par défaut,0.094
Paris_MATERIEL_INFO_2024062510,Ecran,32pouces et plus,0.59
Paris_MATERIEL_INFO_2024062511,PC fixe sans ecran,"Elite (Tower, SFF, One)",0.393
Paris_MATERIEL_INFO_2024062512, ,MacBook pro 13pouces,0.256
Paris_MATERIEL_INFO_2024062513,PC fixe sans ecran,Elite mini,0.137
LONDON_MATERIEL_INFO_202406250, ,modèle par défaut,0.3638875
LONDON_MATERIEL_INFO_202406251, ,modèle par défaut,0.3638875
LONDON_MATERIEL_INFO_202406252,PC fixe tout-en-un,Optiplex All-in-One 5xxx,0.318
LONDON_MATERIEL_INFO_202406253,PC portable,EliteBook 8xx,0.29
LONDON_MATERIEL_INFO_202406254,PC fixe sans ecran, ,0.35
LA_MATERIEL_INFO_202406250,PC portable,MacBook air pre-retina,0.31
LA_MATERIEL_INFO_202406251,Serveur,Noeud de calcul,1.3
LA_MATERIEL_INFO_202406252,Ecran,jusqu'à 23pouces,0.35
LA_MATERIEL_INFO_202406253,PC portable,EliteBook 6xx,0.175
LA_MATERIEL_INFO_202406254,PC portable,ProBook ,0.226
NewYork_MATERIEL_INFO_202406250,PC fixe sans ecran,Station de travail (moy),0.6
NewYork_MATERIEL_INFO_202406251,Station d'accueil,modèle par défaut,0.026
NewYork_MATERIEL_INFO_202406252,PC fixe tout-en-un,Mac pro,0.9
NewYork_MATERIEL_INFO_202406253,PC fixe sans ecran,Precision tower 3xxx,0.285
NewYork_MATERIEL_INFO_202406254,PC fixe sans ecran,Wyse thin client,0.069
NewYork_MATERIEL_INFO_202406255,PC fixe sans ecran, ,0.35
NewYork_MATERIEL_INFO_202406256,Vidéo projecteur,modèle par défaut,0.094
NewYork_MATERIEL_INFO_202406257,PC portable,Latitude 7xxx,0.264
NewYork_MATERIEL_INFO_202406258,PC fixe sans ecran,Elite mini,0.137
NewYork_MATERIEL_INFO_202406259,PC fixe tout-en-un,modèle par défaut,0.352
NewYork_MATERIEL_INFO_2024062510,PC fixe sans ecran,ProDesk mini/DM,0.1
NewYork_MATERIEL_INFO_2024062511,PC portable,Chromebook 11-13pouces,0.175
NewYork_MATERIEL_INFO_2024062512,PC portable,Victus,0.267
NewYork_MATERIEL_INFO_2024062513,Vidéo projecteur,Transportable,0.094
Shanghai_MATERIEL_INFO_202406250, ,OMEN ,0.29
Shanghai_MATERIEL_INFO_202406251,PC fixe tout-en-un, ,0.352
Shanghai_MATERIEL_INFO_202406252,PC fixe sans ecran,ProDesk mini/DM,0.1
Shanghai_MATERIEL_INFO_202406253, ,MacBook air retina,0.176
Shanghai_MATERIEL_INFO_202406254,PC portable, ,0.26
Shanghai_MATERIEL_INFO_202406255,PC portable,Chromebook 11-13pouces,0.175
Shanghai_MATERIEL_INFO_202406256,PC fixe tout-en-un,Optiplex All-in-One 3xxx,0.241
Shanghai_MATERIEL_INFO_202406257,Telephone IP,modèle par défaut,0.017
BERLIN_MATERIEL_INFO_202406260,Tablette, ,0.15
Paris_MATERIEL_INFO_202406260, ,modèle par défaut,0.3638875
Paris_MATERIEL_INFO_202406261,PC portable,EliteBook 8xx,0.29
Paris_MATERIEL_INFO_202406262, ,EliteBook 10xx,0.223
Paris_MATERIEL_INFO_202406263,PC portable,MacBook pro 15/16pouces,0.33
Paris_MATERIEL_INFO_202406264,Ecran,24pouces-31pouces,0.43
Paris_MATERIEL_INFO_202406265,PC fixe sans ecran,ProDesk mini/DM,0.1
Paris_MATERIEL_INFO_202406266,souris,modèle par défaut,0.005
Paris_MATERIEL_INFO_202406267,Smartphone,modèle par défaut,0.063
LONDON_MATERIEL_INFO_202406260, ,ZBook Studio,0.379
LONDON_MATERIEL_INFO_202406261, ,iMac 21pouces,0.29
LONDON_MATERIEL_INFO_202406262,PC fixe sans ecran,"Elite (Tower, SFF, One)",0.393
LONDON_MATERIEL_INFO_202406263,PC fixe tout-en-un,Optiplex All-in-One 3xxx,0.241
LONDON_MATERIEL_INFO_202406264,PC fixe sans ecran,"Elite (Tower, SFF, One)",0.393
LONDON_MATERIEL_INFO_202406265,PC portable,ProBook ,0.226
LONDON_MATERIEL_INFO_202406266, ,Mac pro,0.9
LONDON_MATERIEL_INFO_202406267,clavier,modèle par défaut,0.024
LONDON_MATERIEL_INFO_202406268,Vidéo projecteur,Transportable,0.094
LA_MATERIEL_INFO_202406260,PC portable,EliteBook 8xx,0.29
LA_MATERIEL_INFO_202406261, ,modèle par défaut,0.3638875
LA_MATERIEL_INFO_202406262, ,Pour amphi,0.2
NewYork_MATERIEL_INFO_202406260,PC portable,Latitude 3xxx,0.22
NewYork_MATERIEL_INFO_202406261,PC portable,Precision 7xxx,0.304
NewYork_MATERIEL_INFO_202406262,PC portable,MacBook air retina,0.176
NewYork_MATERIEL_INFO_202406263,PC fixe sans ecran,Precision tower 5xxx,0.44
NewYork_MATERIEL_INFO_202406264,PC portable,Moyenne 17pouces,0.365
NewYork_MATERIEL_INFO_202406265, ,MacBook pro 13pouces,0.256
